Subset,Loss,Accuracy,F1-Macro
Train,0.9373060584068298,0.7141132671480144,0.7121850335906981
Valid,1.0635759830474854,0.6563706563706564,0.6522630140565928
Train,0.9211235404014587,0.7128821638086642,0.7105774859016945
Valid,1.0631715059280396,0.6602316602316602,0.6566277369946454
Train,0.9114094734191894,0.7206354354693141,0.7200982825727495
Valid,1.064701795578003,0.6563706563706564,0.652632063858119
Train,0.9150522947311401,0.7154035988267149,0.7138237622283847
Valid,1.0638055801391602,0.6563706563706564,0.6533865886154766
Train,0.9194875240325928,0.7231921254512635,0.7218184594331848
Valid,1.0627495050430298,0.6640926640926641,0.6605202115895281
Train,0.9129242300987244,0.7290867554151624,0.7294345168199545
Valid,1.0614204406738281,0.6640926640926641,0.6604282504894681
Train,0.9043805122375488,0.7257967621841155,0.7256511385369568
Valid,1.0613552331924438,0.6602316602316602,0.6573673097646987
Train,0.9103316783905029,0.7220794787906137,0.7185044691151142
Valid,1.0604826211929321,0.6602316602316602,0.6561887880377777
Train,0.901020085811615,0.7299272337545126,0.7295515692211686
Valid,1.0610249042510986,0.6563706563706564,0.6526196167628482
Train,0.9117976188659668,0.7217720555054152,0.7181128413683971
Valid,1.0588018894195557,0.6602316602316602,0.6583276167145719
Train,0.8967137694358825,0.7295958370938628,0.7283402226506108
Valid,1.058228611946106,0.6602316602316602,0.6576276585880005
Train,0.9019405126571656,0.7127284521660651,0.710682438185571
Valid,1.0550113916397095,0.6602316602316602,0.6585923481757161
Train,0.9119077920913696,0.7228367554151625,0.7209746357227509
Valid,1.0549181699752808,0.6640926640926641,0.6610934390725106
Train,0.9005629420280457,0.7235235221119133,0.7224249498285539
Valid,1.0574378967285156,0.6640926640926641,0.6610934390725106
Train,0.9054826974868775,0.7322597021660651,0.7291001241248531
Valid,1.0581430196762085,0.6563706563706564,0.6524510239867705
Train,0.8930411696434021,0.7252044787906138,0.7227978182030274
Valid,1.057153344154358,0.6640926640926641,0.6629273727120093
Train,0.8812522053718567,0.7289922721119133,0.7284401449248088
Valid,1.055068016052246,0.6640926640926641,0.6628258279419913
Train,0.8796577095985413,0.7282462770758122,0.7279908836156116
Valid,1.0537160634994507,0.667953667953668,0.6661544981728753
Train,0.8671330690383912,0.7335260604693141,0.732338640692324
Valid,1.0539085865020752,0.6640926640926641,0.6619691176102989
